transparent mesh count, total frame render time, shadow mapping time, geometry draw time, combination draw time
981,2.209792,1.600512,0.57344,2.173952
982,2.23744,1.4336,0.768,2.2016
983,1.96608,1.352704,0.576512,1.929216
984,1.933312,1.334272,0.55808,1.892352
985,2.000896,1.3824,0.581632,1.964032
986,1.963008,1.352704,0.57344,1.926144
987,2.195456,1.38752,0.764928,2.152448
988,2.035712,1.435648,0.5632,1.998848
989,2.041856,1.421312,0.581632,2.002944
990,2.234368,1.622016,0.575488,2.197504
991,2.178048,1.354752,0.787456,2.142208
992,2.233344,1.6128,0.58368,2.19648
993,2.291712,1.486848,0.768,2.254848
994,1.995776,1.358848,0.600064,1.958912
995,1.9712,1.349632,0.585728,1.93536
996,2.107392,1.507328,0.5632,2.070528
997,2.1248,1.3568,0.73216,2.08896
998,2.163712,1.37728,0.749568,2.126848
999,2.004992,1.371136,0.596992,1.968128
1000,2.12992,1.307648,0.780288,2.087936
1001,2.321408,1.492992,0.792576,2.285568
1002,2.14016,1.329152,0.774144,2.103296
1003,2.105344,1.502208,0.56832,2.070528
1004,2.25792,1.63328,0.5888,2.22208
1005,1.9456,1.342464,0.56832,1.910784
1006,1.992704,1.363968,0.592896,1.956864
1007,1.975296,1.3568,0.581632,1.938432
1008,1.93536,1.340416,0.55808,1.898496
1009,2.120704,1.492992,0.590848,2.08384
1010,2.143232,1.342464,0.763904,2.106368
1011,1.983488,1.359872,0.587776,1.947648
1012,2.137088,1.363968,0.738304,2.102272
1013,2.084864,1.47456,0.572416,2.046976
1014,3.622912,2.99008,0.596992,3.587072
1015,1.967104,1.36192,0.56832,1.93024
1016,2.151424,1.514496,0.600064,2.11456
1017,2.236416,1.432576,0.768,2.200576
1018,2.139136,1.36192,0.741376,2.103296
1019,1.984512,1.358848,0.5888,1.947648
1020,2.038784,1.4336,0.569344,2.002944
1021,2.32448,1.501184,0.787456,2.28864
1022,2.011136,1.369088,0.600064,1.969152
1023,1.954816,1.349632,0.569344,1.918976
1024,2.01216,1.36704,0.60928,1.97632
1025,3.634176,3.047424,0.549888,3.597312
1026,2.292736,1.503232,0.753664,2.256896
